topic,size,label,keywords,mk_q,mk_p,mk_tau,mk_trend,burst_max,drift_total_dist,drift_step_mean,drift_robust_score,method,beta_year_z,p,q
16,140,16_sensor_sensor networks_wireless sensor_wireless,sensor; wireless sensor; sensor networks; energy; wireless; routing; nodes; sensor nodes; wsns; lifetime; network; networks; sink; network lifetime; wsn,0.0246916446632033,0.012248279123816,-0.36,decreasing,,,,,logit,-0.7668142699572277,4.704247008747249e-21,1.7170501581927457e-19
17,132,17_protein_proteins_drug_interactions,protein; drug; proteins; amino; prediction; drugs; protein protein; ligand; drug target; interactions; amino acid; subcellular; subcellular localization; binding; molecules,0.6218678015024411,0.5283124685330474,-0.0933333333333333,no_trend,,,,,logit,-0.2087963984833366,0.0129998276884991,0.021088609361343
18,130,18_3d_depth_shape_object,3d; shape; point cloud; object; stereo; depth; segmentation; objects; point clouds; reconstruction; point; camera; images; dimensional; shapes,0.1604274523568564,0.1121572454530235,-0.23,no_trend,,,,,logit,-0.2364751221336013,0.0052843156439149,0.0096438760501448
19,127,19_search_query_web_news,search; web; search engine; search engines; engines; query; engine; information; pagerank; web information; cache; engine optimization; seo; pages; web search,0.0052193324723384,0.0022170615811702,-0.44,decreasing,,,,,logit,-0.3734740903948664,7.3647741790607134e-06,2.0678019810439694e-05
20,116,20_agent_agents_services_web services,agent; agents; multiagent; semantic web; semantic; services; web; web services; service; agent systems; multi agent; commitment; negotiation; agent frameworks; seagent,5.596447771827329e-05,3.962086918107843e-06,-0.6566666666666666,decreasing,,0.0355021953582763,0.0355021953582763,0.0390031480952983,logit,-1.2098511862151269,2.7696660665144605e-33,2.021856228555556e-31
21,115,21_image_images_edge_color,image; segmentation; images; image segmentation; color; edge detection; edge; algorithm; image processing; edges; optimization; detection; algorithms; color image; processing,0.0671287372228549,0.0398019946365599,0.2966666666666667,increasing,,,,,logit,0.0379877997168223,0.695019403648386,0.7248059495190311
22,104,22_agile_software_software development_process,agile; scrum; software development; software; agile software; development; extreme programming; process; project; projects; bug; project management; waterfall; failure factors; agile waterfall,0.2676471334933507,0.1989589310924022,-0.1866666666666666,no_trend,,,,,logit,-0.2475237694985229,0.0075487798623304,0.0130814799775791
23,103,23_social_link_networks_community,networks; link prediction; complex networks; network; community; link; social; community detection; social networks; prediction; communities; nodes; time; complex; centrality,0.0279946080514456,0.0143689138671136,0.35,increasing,,,,,logit,0.0902524113179433,0.3883459035859549,0.4429570462777298
24,100,24_text_text classification_classification_documents,text; classification; documents; text classification; categorization; data; web; document; text categorization; mining; learning; pages; news; websites; web pages,0.9627342533101716,0.9627342533101716,0.01,no_trend,,,,,logit,-0.0681829579854281,0.4914925886794831,0.5519839842092656
25,99,25_privacy_sensitive_data_privacypreserving,data; privacy; privacy preserving; anonymization; hiding; data utility; preserving; preserving data; sensitive; mining; itemset; data mining; utility; data privacy; mondrian,0.4267104638393301,0.3360816927584105,0.14,no_trend,,,,,logit,-0.1120198033783351,0.261497522294186,0.317853407726336
26,98,26_generative_image_generative adversarial_adversarial,image; discriminator; generative; images; gan; gans; adversarial; generative adversarial; adversarial networks; image generation; model; generation; networks; models; editing,6.375598366894497e-05,5.269181198475081e-06,0.6233333333333333,increasing,,0.027103304862976,0.027103304862976,0.0297760237859836,logit,0.9961099356369756,1.6482833327716644e-09,7.520292705770719e-09
27,94,27_maintenance_fault_industrial_predictive,predictive maintenance; maintenance; fault; data; learning; remaining useful; predictive; useful life; rul; vibration; fault diagnosis; industrial; fault detection; faults; machine,0.0013559739358274,0.0003905526526861,0.5033333333333333,increasing,,,,,logit,0.6783180679813241,2.1877483867140697e-06,6.654401342921962e-06
28,93,28_reinforcement_reinforcement learning_game_agents,reinforcement learning; reinforcement; learning; agent; rl; environment; reward; policy; agents; pruning; drl; rewards; environments; model; game,0.8518874612330571,0.7614215361463608,-0.0466666666666666,no_trend,,,,,logit,0.0676360113932771,0.5257462574894058,0.5728280118914422
29,90,29_defects_quality control_defect_fabric,defect; defect detection; quality control; fabric; defects; detection; quality; images; image; steel; production; control; image processing; learning; fabric defect,0.0013559739358274,0.0003959923883389,0.5066666666666667,increasing,,,,,logit,0.5500229949680605,4.891919043245365e-05,0.0001275393179131
30,87,30_signals_brain_emotion_stress,eeg; eeg signals; brain; bci; signals; brain computer; computer interface; electroencephalography; classification; emotion; brain signals; electroencephalography eeg; signal; eeg data; bci systems,3.432043347454236e-05,1.750359707397564e-06,0.6733333333333333,increasing,,,,,logit,0.746994217212183,1.467442095515714e-06,4.657533607506397e-06
31,85,31_turkish_sentence_parsing_morphological,turkish; sentence; parsing; cr; sentences; syntactic; parser; semantic; language; phrase; dependency parsing; morphological; grammar; word; turkish cr,0.0002121832845337,3.567683545258049e-05,-0.5933333333333334,decreasing,,,,,logit,-0.5320986307214262,1.4429927229452558e-07,5.381295588635249e-07
32,84,32_education_distance education_students_distance,education; learning; distance education; exam; learning management; distance; distance learning; web; content; students; exams; scorm; web distance; learning objects; lms,9.426158708913944e-06,1.668346674144061e-07,-0.75,decreasing,,,,,logit,-0.9247296173612922,6.228546902565162e-18,7.578065398120945e-17
33,80,33_scheduling_cloud_load_computing,scheduling; task scheduling; cloud; virtual machines; cloud computing; computing; virtual; algorithms; virtual machine; allocation; task; scheduling algorithms; resource; data centers; machines,0.8191283814694362,0.724892372981802,-0.0533333333333333,no_trend,,,,,logit,-0.1910786566745921,0.0725079783380482,0.0980200447903244
34,79,34_android_malicious_detection_analysis,malware; ransomware; malicious; malware detection; malicious software; detection; dynamic analysis; analysis; software; attacks; cyber; static; techniques; antivirus; learning,6.749649388713512e-05,7.052766758830487e-06,0.6366666666666667,increasing,,,,,logit,0.5397687149390903,0.0001738692158558,0.0004094339599186
35,79,35_spam_social_fake_media,cyberbullying; offensive; offensive language; hate; hate speech; social media; social; media; language; turkish; speech; detection; media platforms; models; learning,0.0059692400666062,0.0025884315333071,0.43,increasing,,,,,logit,0.7349442820621056,4.353024784656253e-06,1.271083237119626e-05
36,78,36_enterprise_business_planning_management,erp; enterprise; resource planning; enterprise resource; erp software; erp systems; software; planning; information; systems; management; companies; sap; ecm; mrp,0.0002253944471631,4.188746363209539e-05,-0.5866666666666667,decreasing,,,,,logit,-1.033364826849597,3.1426264356693705e-19,4.588234596077281e-18
37,76,37_robot_action_manipulation_robots,robot; learning; affordances; robots; action; manipulation; model; skill; object; audiovisual; objects; human; robotic; sensorimotor; humanoid,0.0304292767609182,0.0163578945495341,0.3433333333333333,increasing,,,,,logit,0.3161289548302837,0.0166916628177268,0.0264889431672622
38,76,38_sleep_signals_heart_sounds,ecg; arrhythmia; heart; sounds; arrhythmias; signals; classification; heart sounds; ecg signals; signal; data; cardiac; emd; stethoscope; diagnosis,0.0007839782739462,0.0001873222424473,0.53,increasing,,,,,logit,0.3569022803536929,0.0077055293018616,0.0130814799775791
39,75,39_routing_ad hoc_hoc_ad,routing; ad hoc; hoc; ad; hoc networks; routing protocols; protocol; networks; wireless; aodv; routing protocol; protocols; network; dsr; mobile ad,0.0116168361728546,0.0054486045766486,-0.4,decreasing,,,,,logit,-0.3807419742687744,0.0003971437011711,0.000878530005621
40,75,40_smart_home_control_remote,smart; home; smart home; iot; city; smart city; sensors; temperature; devices; systems; control; house; conditioner; air conditioner; home automation,0.0131518817844204,0.0062849700562717,-0.3933333333333333,decreasing,,,,,logit,-0.3637141417288552,0.0005886881524707,0.0011937287536212
41,75,41_facial_emotion_expressions_emotions,facial; facial expression; emotion; facial expressions; recognition; expression; expressions; emotions; expression recognition; emotion recognition; emotional; face; images; model; emotion analysis,0.001570327682176,0.0004726133524886,0.5,increasing,,,,,logit,0.4969663945795995,0.0004919177218682,0.0010561762851878
42,74,42_students_student_education_data mining,students; data; student; education; learning; data mining; mining; success; educational; machine learning; machine; academic; academic success; school; dataset,0.0018723456528532,0.0006627772222489,0.4833333333333333,increasing,,,,,logit,0.4489128415223404,0.001331687683994,0.0026273838089611
43,74,43_cache_memory_soft_reliability,cache; soft errors; memory; register file; data; threads; register; soft; thread; processors; caches; chip; dram; sram; error propagation,0.738348474035946,0.6403376146506434,-0.07,no_trend,,,,,logit,-0.2139772566235521,0.0540866507052132,0.0789665100296112
44,74,44_sign_language_signs_recognition,sign language; sign; language recognition; language; turkish sign; slr; recognition; tsl; signs; sign languages; nonmanual; turkish; deaf; gestures; hearing,0.3780526916041194,0.2910671165447644,0.1533333333333333,no_trend,,,,,logit,0.0084807275950287,0.9433374117762222,0.956439320273114
45,72,45_covid19_pandemic_virus_disease,covid; covid 19; 19; disease; pandemic; virus; learning; data; vaccines; coronavirus; 19 virus; cov; vaccine; machine; dataset,0.001709267239676,0.0005596715740532,0.37,increasing,,0.0343528985977172,0.0171764492988586,0.0238116148070694,logit,1.741605936009301,6.110600772168507e-11,3.4313373566792386e-10
46,71,46_software_component_domain_development,component oriented; software; component; oriented; oriented software; coseml; software engineering; product line; software product; crosscutting; variability; development; engineering; modeling; connectors,1.0171580071549611e-05,2.700419488022021e-07,-0.7366666666666667,decreasing,,,,,logit,-0.9903214084356065,7.347109371033673e-17,7.661985486935116e-16
47,70,47_encryption_block_key_aes,encryption; ciphers; block ciphers; cipher; cryptanalysis; cryptography; aes; block cipher; block; mds; cryptographic; symmetric; encryption algorithms; algorithms; mds matrices,0.0739969711192992,0.0445291507620562,-0.29,decreasing,,,,,logit,-0.4289857781345859,0.0001268222640181,0.0003192422508044
48,70,48_character_character recognition_recognition_ocr,ottoman; ocr; recognition; character recognition; character; handwriting; turkish; ottoman turkish; handwritten; optical character; characters; documents; letters; optical; dataset,0.8721043943226209,0.8152851202444511,-0.0366666666666666,no_trend,,,,,logit,-0.074093341911495,0.5219331761501576,0.5728280118914422
49,69,49_spatial_fuzzy_gis_spatiotemporal,data; gis; spatial; moving object; moving; spatial data; indexing; object databases; tree; web; information; database; web gis; geographic; query,6.749649388713512e-05,7.167769262350632e-06,-0.6433333333333333,decreasing,,,,,logit,-0.8330669540629345,5.113385212307444e-13,3.732771204984434e-12
50,69,50_dr_disease_vessels_diagnosis,retinopathy; diabetic; diabetic retinopathy; retinal; disease; retina; fundus; dr; diabetes; diseases; images; diagnosis; vessels; learning; blood,0.0008798752444502,0.0002258086910535,0.5233333333333333,increasing,,,,,logit,0.6232428766158502,0.0001366394146448,0.0003324892423024
51,68,51_activity_activities_sensors_wearable,activity recognition; activity; human activity; data; recognition; har; activities; sensor; sensors; human; wearable; learning; human activities; classification; accelerometer,0.0031601845735833,0.0012305143472359,0.4433333333333333,increasing,,,,,logit,0.4115120266377683,0.0051271728250698,0.0095970158007718
52,67,52_segmentation_images_age_mr,dental; teeth; bone; panoramic; bone age; images; radiographs; segmentation; caries; tooth; ray; age; learning; implant; ray images,0.0030164630010843,0.001121163239341,0.46,increasing,,,,,logit,0.7607189254775442,2.9911788841985902e-05,8.087261427648041e-05
53,67,53_positioning_indoor_location_gps,positioning; indoor; indoor positioning; location; rssi; signal; positioning systems; gps; localization; signal map; data; indoor location; signal strength; bluetooth; position,0.0945882360001507,0.0596997428598529,0.27,no_trend,,,,,logit,0.0636647370795768,0.6115458448994386,0.6469977779370872
54,65,54_summarization_text_legal_summaries,summarization; text; text summarization; keyword extraction; extractive; keyword; extraction; summaries; sentence; texts; document; keyphrase; sentences; abstractive; keyphrase extraction,0.0070020275545515,0.0031602071263905,0.41,increasing,,,,,logit,0.5613008719829048,0.0005407554257722,0.0011278613166106
55,63,55_path_planning_path planning_robots,path; path planning; planning; uavs; unmanned; uav; robots; flight; mission; algorithm; aerial; route; vehicles; unmanned aerial; time,0.8721043943226209,0.8331265974381861,-0.0333333333333333,no_trend,,,,,logit,-0.1863774994059731,0.1291240342971633,0.1625181810981538
56,63,56_gene_cancer_biological_expression,cancer; gene; gene expression; expression; genes; data; molecular; biological; mirna; patients; disease; survival; protein; rna; microrna,0.0047020595645073,0.0019557238896623,0.43,increasing,,,,,logit,0.2645547756594867,0.0689017784690055,0.094902449589385
57,63,57_reality_augmented reality_augmented_virtual,augmented reality; reality; augmented; ar; reality technology; facility; virtual; mobile; virtual reality; 3d; technology; reality virtual; education; unity; tourism,0.0005736735513358,0.0001319956843781,0.53,increasing,,,,,logit,0.5937418048425845,0.0002810504891238,0.0006411464283137
58,62,58_speaker_sound_audio_speech,speaker; speech; speaker recognition; recognition; voice; sound; microphone; speakers; speaker identification; audio; noise; vad; diarization; mfcc; coefficients,0.8721043943226209,0.8331265974381861,-0.0333333333333333,no_trend,,,,,logit,-0.2049699033581744,0.0924541934463961,0.1227119294833985
59,62,59_sparse_partitioning_parallel_matrix,sparse; matrix; hypergraph; partitioning; sparse matrix; parallel; sparse matrices; linear systems; matrices; multiplication; sparse triangular; tensor; spmv; matrix vector; cimmino,0.8721043943226209,0.8139172406897157,0.0366666666666666,no_trend,,,,,logit,-0.1285006818088226,0.3039375687994613,0.3578619761671077
60,61,60_ensemble_feature_classifiers_selection,learning; ensemble; active learning; classifiers; data; rex; classification; base classifiers; algorithm; mil; classifier; ensembles; algorithms; datasets; feature,0.1154562530191787,0.0756085196762763,-0.2566666666666666,no_trend,,,,,logit,-0.3432702800011261,0.00433863389892,0.008334744068978
61,59,61_brain_tumor_mri_mr,brain; tumors; tumor; brain tumors; brain tumor; mri; mr; images; mr images; learning; model; classification; diagnosis; mri images; models,0.0008159861986132,0.0002021912704528,0.4933333333333333,increasing,,,,,logit,1.2957173324121374,1.4743275585302052e-07,5.381295588635249e-07
62,59,62_password_passwords_public key_authentication,public key; signature; electronic signature; security; pki; public; key infrastructure; key; electronic; messaging; signatures; certificate; mail; authentication; secure,7.097674886211372e-05,8.16546668325202e-06,-0.64,decreasing,,,,,logit,-0.5855856908526862,9.28400497881006e-07,3.0806016520597017e-06
63,58,63_virtualization_cloud_cloud computing_peertopeer,virtualization; cloud; cloud computing; computing; container; technology; docker; virtualization technology; technologies; physical servers; hypervisor; migration; containers; servers; virtualization technologies,0.5746158818120489,0.4830841484260588,-0.1033333333333333,no_trend,,,,,logit,-0.2041089426784151,0.0996530675662482,0.1299048916488593
64,57,64_database_nosql_databases_hadoop,nosql; data; database; nosql databases; databases; distributed database; query; cassandra; relational; mongodb; distributed; systems; nosql database; sql; tpc,0.738348474035946,0.636319086657934,0.07,no_trend,,,,,logit,-0.0695727598447241,0.5943222603274161,0.6380224265279614
65,56,65_clustering_kmeans_clustering algorithms_data,clustering; data; algorithm; clusterings; algorithms; stream clustering; data clustering; clustering algorithms; dbscan; cluster; stream; data streams; clusters; data stream; multiple clusterings,0.9229503738610362,0.9066149690139382,0.02,no_trend,,,,,logit,-0.1442892760969509,0.2656035324836506,0.317853407726336
66,56,66_information security_security_cyber_information,security; information security; information; cyber; cyber security; security awareness; awareness; iso; 27001; cybersecurity; warfare; risk analysis; security management; isms; iso 27001,0.7883150456321237,0.6906476948458429,0.06,no_trend,,,,,logit,0.0033616420009775,0.9798726692469538,0.9798726692469536
67,56,67_testing_test_software_test cases,test; software testing; software; testing; test automation; test cases; mutation; test case; software test; mutation testing; automation; tests; software development; model; testing tools,0.0470287075712866,0.026981907850518,0.3133333333333333,increasing,,,,,logit,0.3138055006426311,0.0384368133487878,0.0572630076420717
68,55,68_network_plane_networking_controller,sdn; network; software defined; controller; control plane; plane; data plane; routing; networks; energy; traffic; defined networks; data; openflow; wan,0.0035837135936629,0.0014588568611371,0.4366666666666666,increasing,,,,,logit,0.4501231571487164,0.0065024117490328,0.0115774648214487
69,54,69_programming_students_game_software,students; programming; gamification; game; software; learning; games; visual programming; gamified; computer programming; programming education; software development; cognitive; engagement; development,0.1228081305433414,0.081509821157085,0.2433333333333333,no_trend,,,,,logit,0.2753432281053624,0.068844275896649,0.094902449589385
70,53,70_5g_cell_network_radio,5g; network; radio access; base stations; slicing; radio; energy; network slicing; networks; handover; mobile; ran; stations; cell; access network,0.0945882360001507,0.0602686105487686,0.2666666666666666,no_trend,,,,,logit,0.1781995497672302,0.2353749034816081,0.2912265754941932
71,52,71_ontology_semantic_web_semantic web,ontology; semantic web; web; semantic; ontologies; data; ontology development; sparql; query; linked data; queries; rdf; information; ontology reuse; ontological,0.0373724211578149,0.0205052222281816,-0.33,decreasing,,,,,logit,-0.6524611633440003,4.24818111851745e-07,1.4767486745322566e-06
72,52,72_robot_robots_mobile robot_environment,robot; slam; localization; robots; mobile robot; environment; autonomous; localization mapping; mobile; navigation; simultaneous localization; sensor; path planning; inertial; mobile robots,0.3738488796921939,0.2845221562259175,0.1533333333333333,no_trend,,,,,logit,0.0298048241640108,0.8342211684904489,0.8577203563352503
73,49,73_translation_machine translation_machine_turkish,translation; machine translation; turkish; english; machine; mt; language; english turkish; morphological; languages; turkish english; bleu; sentences; statistical machine; tatar,0.006254917129625,0.0027676624467367,-0.43,decreasing,,,,,,,,
74,44,74_ip_voip_protocol_mobile,ipv6; sip; ip; ipv4; voip; protocol; mobile ip; mobile; internet; dhcp; network; internet protocol; mobile node; voice; authentication,0.001709267239676,0.0005568265188262,-0.49,decreasing,,,,,,,,
75,44,75_hiding_secret_hidden_cover,steganography; lsb; hiding; steganalysis; secret; steganographic; image; data; image steganography; stego; security; information; data hiding; images; information hiding,0.9229503738610362,0.9053443825223656,0.02,no_trend,,,,,,,,
76,43,76_cards_card_payment_biometric,biometric; cards; nfc; smart cards; payment; card; smart; mobile; security; smart card; mobile payment; purse; biometrics; nfc technology; payment systems,0.001570327682176,0.00048638468032,-0.5,decreasing,,,,,,,,
77,43,77_object_distributed_simulation_java,hla; object; distributed; simulation; level architecture; federates; rmi; federation; corba; data; architecture hla; distributed simulation; architecture; federate; java,0.0003360081183528,7.136455611034265e-05,-0.56,decreasing,,,,,,,,
78,43,78_action_actions_human_recognition,action; action recognition; recognition; actions; human actions; human; human action; videos; activity recognition; video; learning; dataset; activity; 3d; motion,0.0774017781902086,0.0472630327002159,0.2766666666666666,increasing,,,,,,,,
79,42,79_usability_egovernment_citizens_government,usability; government; ivr; information; citizens; services; mobile; user; software; iraq; user centered; electronic government; voice; municipality; developed,0.0996835376672075,0.0643973296434172,-0.2666666666666666,no_trend,,,,,,,,
80,42,80_vehicles_ad hoc_routing_hoc,vehicular; vehicles; routing; vanet; vanets; vehicle; vehicular ad; ad hoc; hoc; ad; hoc networks; traffic; mobility; network; networks,0.1498705648293417,0.1007979020091147,0.2333333333333333,no_trend,,,,,,,,
81,41,81_traffic_transportation_road_travel,traffic; traffic flow; road; data; traffic light; traffic speed; time; transportation; intersections; traffic lights; model; travel; congestion; models; vehicles,0.0304292767609182,0.0164264237381948,0.33,increasing,,,,,,,,
82,41,82_encryption_chaotic_image_secret,encryption; image encryption; chaotic; image; chaos; images; chaotic maps; secret; security; algorithm; data; cryptography; encrypted; chaotic systems; maps,0.8630796100435308,0.7790630108357535,-0.0433333333333333,no_trend,,,,,,,,
83,40,83_graph_resampling_gpus_gpu,gpu; graph; gpus; resampling; accelerator; multi gpu; memory; communication; model; cpu; parallel; fpga; data; metropolis; resampling algorithms,0.0002253944471631,4.1563024106849866e-05,0.5533333333333333,increasing,,,,,,,,
84,40,84_fraud_credit_fraud detection_credit card,fraud; credit; credit card; fraud detection; card; card fraud; transactions; fraudulent; insurance; detection; data; learning; credit cards; cards; transaction,0.0031601845735833,0.0012305143472359,0.4433333333333333,increasing,,,,,,,,
85,40,85_control_stability_sliding_controller,sliding mode; fractional; mode control; fractional order; control; sliding; controller; disturbance; mode; order; disturbance observer; robust control; systems; disturbances; controllers,0.4581625527972902,0.3689627637571098,0.13,no_trend,,,,,,,,
86,39,86_access control_access_control_authorization,access control; access; data; security; control; authorization; systems; dbms; management; database; control policies; control model; privileged; cloud; policies,0.1920749552734289,0.1393818259506298,-0.2133333333333333,no_trend,,,,,,,,
87,38,87_iot_security_authentication_rfid,iot; security; authentication; rfid; protocol; devices; internet things; privacy; protocols; things; attacks; encryption; iot devices; internet; authentication protocol,0.0945882360001507,0.0602686105487686,0.2666666666666666,no_trend,,,,,,,,
88,37,88_architecture_maintainability_software_services,microservice; microservices; microservice architecture; monolithic; architecture; software; microservices architecture; data; maintainability; services; monolithic architecture; chaos; msa; service; systems,0.0001051764681029,1.3961478066759623e-05,0.55,increasing,,,,,,,,
89,37,89_industry_digital transformation_transformation_digital,lean; rpa; fintech; i5; industry; dx; robotic process; foresight; entrepreneurship; digital; digital transformation; ai; sector; process automation; data,0.1604274523568564,0.1119613542637483,0.2033333333333333,no_trend,,,,,,,,
90,37,90_rehabilitation_virtual reality_exercise_reality,rehabilitation; virtual reality; reality; exercise; game; therapy; patients; treatment; virtual; exercises; cybersickness; vr; kinect; games; physical therapy,0.0011518918902611,0.0003160057398061,0.4866666666666667,increasing,,,,,,,,
91,37,91_entity_named entity_entity recognition_named,ner; named entity; entity recognition; entity; turkish; recognition; texts; named; crf; entities; informal; language; information; model; morphological,0.0471925651505204,0.0275637991144632,0.3033333333333333,increasing,,,,,,,,
92,36,92_skin_lesion_cancer_images,skin; skin cancer; melanoma; cancer; lesion; images; lesions; skin lesions; diagnosis; dermoscopic; skin lesion; learning; classification; isic; dermoscopy,0.0004233307466607,9.365724483645366e-05,0.48,increasing,,,,,,,,
93,36,93_genome_read_dna_reads,sequencing; genome; dna; read; svs; alignment; reads; genomic; hts; data; inversions; assembly; duplications; genomes; sequence,0.0021999661807128,0.0007982178177807,0.4533333333333333,increasing,,,,,,,,
94,36,94_speech_speech recognition_recognition_turkish,speech; speech recognition; recognition; turkish; turkish speech; phoneme; syllable; asr; word; phonemes; text speech; text; syllables; recognition systems; speaker,0.0197685050372851,0.0096218387349618,-0.37,decreasing,,,,,,,,
95,36,95_expressions_mathematical_syntax_programming,expressions; mathematical expressions; symbolic; javacc; syntax; mathematical; parser; interpreter; programming; symbolic computation; expression; grammar; mathematical expression; numerical; abstract syntax,0.1583495829584413,0.1079019282106192,-0.23,no_trend,,,,,,,,
96,36,96_wireless_wireless network_security_wireless networks,wireless; security; 802; network; wireless network; networks; wireless networks; wireless local; local area; wired; wlan; 802 11; ieee 802; area network; authentication,6.375598366894497e-05,5.642122448579201e-06,-0.6433333333333333,decreasing,,,,,,,,
